연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
341,휴게음식점,로로빵집,대구광역시 수성구 교학로5길 8 (만촌동),대구광역시 수성구 만촌동 864-1 ,51.28,053-744-5580,커피숍
342,휴게음식점,시공심,"대구광역시 수성구 들안로9길 16-4, 2층 (상동)",대구광역시 수성구 상동 325-8 2층 ,75,053-767-6686,커피숍
343,휴게음식점,카페더로즈(아리아바이손수),"대구광역시 수성구 달구벌대로 2451, 범어도서관 1층 (범어동)",대구광역시 수성구 범어동 405-16 범어도서관 1층 ,19,053-741-2880,커피숍
344,휴게음식점,타샤커피,"대구광역시 수성구 청수로38길 52, 1층 (지산동)",대구광역시 수성구 지산동 985-10 ,107.12,0507-1411-5924,커피숍
345,휴게음식점,엘아르카티그리스점,"대구광역시 수성구 달구벌대로647길 24, 1층 (매호동)",대구광역시 수성구 매호동 616-2 1층 ,0,053-795-1253,커피숍
346,휴게음식점,현경메딕스,"대구광역시 수성구 무학로31길 94, 1층 (지산동)",대구광역시 수성구 지산동 1011-8 ,54.18,053-257-8800,커피숍
347,휴게음식점,스타벅스대구수성네거리DT점,"대구광역시 수성구 들안로 342, 1,2층 (수성동4가)",대구광역시 수성구 수성동4가 1021-8 ,387.8,053-755-3286,커피숍
348,휴게음식점,프롬에스(프롬S),"대구광역시 수성구 달구벌대로627길 50, 1층 (매호동)",대구광역시 수성구 매호동 1336 ,42.37,053-794-3442,커피숍
349,휴게음식점,퀴르,대구광역시 수성구 동대구로14길 15-25 (지산동),대구광역시 수성구 지산동 953-13 ,79.19,0507-1367-6132,커피숍
350,휴게음식점,커피구락부,대구광역시 수성구 지범로27길 22 (지산동),대구광역시 수성구 지산동 544-2 ,79.44,0507-1410-2935,커피숍
351,휴게음식점,수성당구카페,"대구광역시 수성구 지범로 248, 4층 (범물동)",대구광역시 수성구 범물동 1374-7 ,18.9,053-767-0408,커피숍
352,휴게음식점,플리트비체,"대구광역시 수성구 동대구로 209, 3층 (황금동)",대구광역시 수성구 황금동 676-2 ,361.9,053-767-3061,커피숍
353,휴게음식점,푸댕(FOODENG),"대구광역시 수성구 지범로 11, 1층 (두산동)",대구광역시 수성구 두산동 954-85 ,148,053-286-0307,커피숍
354,휴게음식점,카페두아,"대구광역시 수성구 동대구로 204, 지층 5호 (황금동, 수성아파트)",대구광역시 수성구 황금동 664 ,29.42,데이터 미집계,커피숍
355,휴게음식점,더브릿지만촌점,"대구광역시 수성구 무열로 9, 1층 (만촌동)",대구광역시 수성구 만촌동 1037-12 ,40.22,0507-1421-8508,커피숍
356,휴게음식점,만촌3(MANCHON3),"대구광역시 수성구 교학로2길 50, 1층 (만촌동)",대구광역시 수성구 만촌동 854-23 ,32.63,데이터 미집계,커피숍
357,휴게음식점,헬로어게인,"대구광역시 수성구 상록로2길 77, 5동 17호 (범어동, 로타리시장)",대구광역시 수성구 범어동 29-1 로타리시장 5동 17호,18.18,053-756-0710,커피숍
358,휴게음식점,브쇼(BCЁ),대구광역시 수성구 무학로31길 80 (지산동),대구광역시 수성구 지산동 1011-2 ,33,0507-1442-1133,커피숍
359,휴게음식점,두다필라테스,"대구광역시 수성구 동대구로 130, 4층 (황금동)",대구광역시 수성구 황금동 540 ,33,0507-1304-3389,커피숍
360,휴게음식점,핸즈커피(황금점),대구광역시 수성구 동대구로 120 (황금동),대구광역시 수성구 황금동 543-7 1호,198.8,053-763-8427,커피숍
361,휴게음식점,다이브커피,"대구광역시 수성구 청수로40길 48, 1,2층 (지산동)","대구광역시 수성구 지산동 975-1 1,2층 ",197.45,070-8834-9302,커피숍
362,휴게음식점,슬로우(slow),"대구광역시 수성구 범어로 83-2, 1층 (범어동)",대구광역시 수성구 범어동 139-3 ,74.2,0507-1429-7824,커피숍
363,휴게음식점,워킨커피스탠드(WALKIN' COFFEE STAND),"대구광역시 수성구 달구벌대로530길 25, 1층 (만촌동)",대구광역시 수성구 만촌동 857 ,64.5,데이터 미집계,커피숍
364,휴게음식점,카페누구나(cafe nuguna),"대구광역시 수성구 수성로 213, 1층 (중동, 수성구보건소)",대구광역시 수성구 중동 266-5 ,11.22,053-784-6080,커피숍
365,휴게음식점,메종드메이(리유디자인그룹),"대구광역시 수성구 달구벌대로659길 6, 1층 (사월동)",대구광역시 수성구 사월동 417-5 ,38.7,053-801-3747,커피숍
366,휴게음식점,대구상동교회카페(로뎀),대구광역시 수성구 수성로19길 16 (상동),대구광역시 수성구 상동 293 ,106.5,053-762-1861,커피숍
367,휴게음식점,마시그래이(만촌메트로점),"대구광역시 수성구 동원로 123, 221동 109호 (만촌동, 메트로팔레스상가)",대구광역시 수성구 만촌동 1356-7 ,43.56,0507-1451-8586,커피숍
368,휴게음식점,마시그래이시지점,"대구광역시 수성구 고산로 121, 1층 (매호동)",대구광역시 수성구 매호동 1344-19 ,33.6,0507-1417-9968,커피숍
369,휴게음식점,다담케이크&마카롱,"대구광역시 수성구 고산로 70, 4-16동 1층 3호 (신매동, 청솔타운)",대구광역시 수성구 신매동 580 청솔타운 4-16동 1층 3호 ,31,053-793-9855,커피숍
370,휴게음식점,공차대구범어점,"대구광역시 수성구 동대구로 354, B101호 (범어동, 브라운스톤 범어)",대구광역시 수성구 범어동 173-3 ,94.81,053-756-7676,커피숍
371,휴게음식점,커피는책이랑,"대구광역시 수성구 들안로46길 6, 1층 (황금동)",대구광역시 수성구 황금동 708-2 ,56.14,053-744-2358,커피숍
372,휴게음식점,스타벅스대구중동DT점,"대구광역시 수성구 수성로 243, 1,2층 (중동)","대구광역시 수성구 중동 316-3 1,2층 ",550.68,053-764-3435,커피숍
373,휴게음식점,달롱가,"대구광역시 수성구 청호로 466, 상가동 지하1층 B02호 (범어동, 효성백년가약 궁)",대구광역시 수성구 범어동 63-100 효성백년가약 궁 지하1층 상가동 B02호,39.6,053-764-1389,커피숍
374,휴게음식점,더벤티(시지매호점),"대구광역시 수성구 달구벌대로647길 16, 401동 108호 (신매동, 시지태왕하이츠)",대구광역시 수성구 신매동 263 시지태왕하이츠 401동 108호,21.7,053-793-8564,커피숍
375,휴게음식점,도도(Dodo),"대구광역시 수성구 달구벌대로650길 62, 1층 (신매동)",대구광역시 수성구 신매동 589-5 ,38.54,데이터 미집계,커피숍
376,휴게음식점,텀브커피수성동아점,"대구광역시 수성구 지범로 191, 8층 (범물동)",대구광역시 수성구 범물동 1273 동아백화점수성점 8층 ,33,개인정보 포함,커피숍
377,휴게음식점,티앤트레블,"대구광역시 수성구 수성로66길 53, 1층 (수성동2가)",대구광역시 수성구 수성동2가 66-6 ,48,0507-1308-6518,커피숍
378,휴게음식점,홈바리스타김사부,"대구광역시 수성구 동대구로77길 12, 2층 (범어동)",대구광역시 수성구 범어동 12-7 2층 ,72.18,053-794-7942,커피숍
379,휴게음식점,스타벅스대구수성동점,"대구광역시 수성구 명덕로 460, 1,2층 (수성동3가)","대구광역시 수성구 수성동3가 77 1,2층 ",366.54,053-768-3512,커피숍
380,휴게음식점,고요의숲,"대구광역시 수성구 파동로3길 104, 1,2층 (파동)","대구광역시 수성구 파동 168 1,2층 ",146.72,0507-1437-7829,커피숍
381,휴게음식점,비비당대구범어점,"대구광역시 수성구 범어로24길 20, 1층 (범어동)",대구광역시 수성구 범어동 224-8 ,63.14,데이터 미집계,커피숍
382,휴게음식점,카페마르엔틱,"대구광역시 수성구 들안로20길 50-1, 1층 (두산동)",대구광역시 수성구 두산동 40-13 ,46.42,데이터 미집계,커피숍
383,휴게음식점,엘아르카 수성점,"대구광역시 수성구 들안로60길 27, 상가101호 (수성동3가, 수성센스빌)",대구광역시 수성구 수성동3가 37-5 수성센스빌 상가101호,103.49,053-284-5311,커피숍
384,휴게음식점,파스쿠찌수성구청역점,"대구광역시 수성구 달구벌대로 2485, 1층 (범어동)",대구광역시 수성구 범어동 169-3 ,33.39,0507-1363-8497,커피숍
385,휴게음식점,소복담,"대구광역시 수성구 동원로1길 21, 1층 101호 (범어동)",대구광역시 수성구 범어동 222-5 1층 101호,33.97,0507-1331-2841,커피숍
386,휴게음식점,테라(terra),"대구광역시 수성구 천을로31길 3-6, 1층 (매호동)",대구광역시 수성구 매호동 1327-11 1층 ,52.32,데이터 미집계,커피숍
387,휴게음식점,정살롱,"대구광역시 수성구 동대구로8길 32, 1층 (지산동)",대구광역시 수성구 지산동 1038-1 1층 ,20.68,데이터 미집계,커피숍
388,휴게음식점,카페론썸(Cafe Lone Some),"대구광역시 수성구 수성로68길 36, 1층 (수성동2가)",대구광역시 수성구 수성동2가 160 1층 ,50,데이터 미집계,커피숍
389,휴게음식점,다방공방,"대구광역시 수성구 지범로 279-1, 1층 (범물동)",대구광역시 수성구 범물동 1308-13 ,45.25,개인정보 포함,커피숍
390,휴게음식점,콤마,대구광역시 수성구 무학로29길 2 (지산동),대구광역시 수성구 지산동 1065-94 ,42.9,데이터 미집계,커피숍
391,휴게음식점,인간미,"대구광역시 수성구 달구벌대로627길 14-11, 1층 (매호동)",대구광역시 수성구 매호동 1338-7 ,66,053-219-2437,커피숍
392,휴게음식점,쿰,"대구광역시 수성구 수성로14길 41-27, 1층 (상동)",대구광역시 수성구 상동 341-15 ,51.71,0507-1305-9301,커피숍
393,휴게음식점,메가커피(시지신매점),"대구광역시 수성구 신매로 91, 111동 105호 (신매동, 시지삼주한라협화타운)",대구광역시 수성구 신매동 570 시지삼주한라협화타운 111동 105호,33.75,053-794-1050,커피숍
394,휴게음식점,헵시바,대구광역시 수성구 달구벌대로526길 22 (만촌동),대구광역시 수성구 만촌동 850-8 ,160.03,053-755-6780,커피숍
395,휴게음식점,로지카스터디카페,"대구광역시 수성구 동대구로 250, 206동 301호 (범어동, 태왕유성하이빌아파트)",대구광역시 수성구 범어동 614-3 태왕유성하이빌아파트 206동 301호,85.6,053-752-8209,커피숍
396,휴게음식점,스타벅스대구수성호수R,"대구광역시 수성구 용학로 56, 1,2,3층 (두산동)",대구광역시 수성구 두산동 911-5 ,640.96,053-756-3327,커피숍
397,휴게음식점,주스탐,대구광역시 수성구 달구벌대로 2420 (범어동),대구광역시 수성구 범어동 190-9 ,11.4,데이터 미집계,커피숍
398,휴게음식점,안시프랑스(ANNECY FRANCE),"대구광역시 수성구 달구벌대로522길 32, 1층 (만촌동)",대구광역시 수성구 만촌동 1047-36 1층 ,56.1,053-214-6556,커피숍
399,휴게음식점,백금당,대구광역시 수성구 무학로27길 47 (지산동),대구광역시 수성구 지산동 1002-6 ,75.78,0507-1308-7937,커피숍
400,휴게음식점,하늘샘,대구광역시 수성구 달구벌대로 2479 (범어동),대구광역시 수성구 범어동 167-2 ,104.29,053-742-0256,커피숍
401,휴게음식점,만랩커피 대구범어법원점,대구광역시 수성구 동대구로73길 17 (범어동),대구광역시 수성구 범어동 30-1 ,76.9,053-212-8989,커피숍
402,휴게음식점,샌드위크,"대구광역시 수성구 달구벌대로495길 30, 1층 (범어동)",대구광역시 수성구 범어동 151-9 1층 ,75.24,0507-1485-1549,커피숍
403,휴게음식점,빅핸즈,대구광역시 수성구 알파시티1로 170 (대흥동),대구광역시 수성구 대흥동 387 ,99.84,070-4837-1207,커피숍
404,휴게음식점,까망베르,대구광역시 수성구 용학로 12-1 (파동),대구광역시 수성구 파동 692 ,138.97,053-216-0055,커피숍
405,휴게음식점,준통신,대구광역시 수성구 수성로 89 (상동),대구광역시 수성구 상동 280-3 ,18.5,053-763-8683,커피숍
406,휴게음식점,팔레트(대산),"대구광역시 수성구 욱수길 11, 1층 (욱수동)",대구광역시 수성구 욱수동 115 ,77.08,0507-1367-1909,커피숍
407,휴게음식점,팔레트(대산),"대구광역시 수성구 욱수길 11, 2층 (욱수동)",대구광역시 수성구 욱수동 115 ,77.08,0507-1367-1909,커피숍
408,휴게음식점,공차범어로데오점,"대구광역시 수성구 달구벌대로 2513, 1층 (범어동)",대구광역시 수성구 범어동 223-1 1층 ,81,0507-1339-1055,커피숍
409,휴게음식점,카페라라,"대구광역시 수성구 천을로 105-1, 1층 (매호동)",대구광역시 수성구 매호동 1322 1층 ,102.5,053-793-9995,커피숍
410,휴게음식점,마커스커피,대구광역시 수성구 시지로 14-3 (시지동),대구광역시 수성구 시지동 485-1 ,75.51,0507-1310-1391,커피숍
411,휴게음식점,봄봄(수성점),"대구광역시 수성구 수성로 400, 109호 (수성동4가, 수성우방팔레스아파트)",대구광역시 수성구 수성동4가 1090-1 수성우방팔레스아파트 상가 109호,12.6,053-741-8488,커피숍
412,휴게음식점,플렌트플렌츠,대구광역시 수성구 월드컵로6길 69 (대흥동),대구광역시 수성구 대흥동 338 ,149,053-793-1112,커피숍
413,휴게음식점,흐드러진커피,"대구광역시 수성구 청솔로 57, 1층 (수성동3가)",대구광역시 수성구 수성동3가 93-4 ,60,개인정보 포함,커피숍
414,휴게음식점,만나(Manne),"대구광역시 수성구 달구벌대로641길 31, 상가동 101호 (매호동, 매호 화성파크드림)",대구광역시 수성구 매호동 986-1 매호 화성파크드림 상가동 101호,33.6,데이터 미집계,커피숍
415,휴게음식점,레제드라마,"대구광역시 수성구 교학로2길 36, 1층 (만촌동)",대구광역시 수성구 만촌동 854-30 1층 ,62.42,070-8879-0731,커피숍
416,휴게음식점,수연커피숍,"대구광역시 수성구 명덕로 394, 2층 1호 (수성동1가)",대구광역시 수성구 수성동1가 273-6 ,83.78,053-766-7195,커피숍
417,휴게음식점,카페데우스,"대구광역시 수성구 동대구로14길 15-6, 2층 (지산동)",대구광역시 수성구 지산동 956-3 ,96,0507-1434-2222,커피숍
418,휴게음식점,투썸플레이스 대구범물점,"대구광역시 수성구 지범로52길 61, 1,2층 (범물동)",대구광역시 수성구 범물동 652-2 ,425.54,053-784-1725,커피숍
419,휴게음식점,봄봄(만촌점),"대구광역시 수성구 화랑로 64, 1층 (만촌동)",대구광역시 수성구 만촌동 1325-1 1층 ,20.18,053-752-4376,커피숍
420,휴게음식점,일프로커피컴퍼니,대구 수성구 범어로19길 46(범어동),대구광역시 수성구 지산동 953-4 ,30,070-4179-3000,커피숍
421,휴게음식점,라고디카페,"대구광역시 수성구 파동로25길 8-5, 102호 (파동)",대구광역시 수성구 파동 148-28 ,49.65,070-7776-2959,커피숍
422,휴게음식점,공차대구만촌점,"대구광역시 수성구 동원로 136, 이마트만촌점 1층 (만촌동)",대구광역시 수성구 만촌동 1356-5 이마트만촌점 ,19.36,053-753-0369,커피숍
423,휴게음식점,떼데움,대구광역시 수성구 신매로4길 8-11 (신매동),대구광역시 수성구 신매동 591-6 ,63.27,0507-1305-5343,커피숍
424,휴게음식점,메이드바이유,"대구광역시 수성구 청호로96안길 11, 1층 (만촌동)",대구광역시 수성구 만촌동 848-27 1층 ,38.27,0507-1314-0591,커피숍
425,휴게음식점,공차대구담티역점,"대구광역시 수성구 교학로 3, 3동 1층 점포2호 (만촌동, 금탑아파트)",대구광역시 수성구 만촌동 860 금탑아파트 3동 점포2호,46.3,053-756-1212,커피숍
426,휴게음식점,디초콜릿커피엔드,"대구광역시 수성구 알파시티2로 64, 103호 (시지동)",대구광역시 수성구 시지동 596-2 103호,64.48,데이터 미집계,커피숍
427,휴게음식점,휴커피,대구광역시 수성구 달구벌대로541길 30 (만촌동),대구광역시 수성구 만촌동 767-4 ,15.12,데이터 미집계,커피숍
428,휴게음식점,해피타임,"대구광역시 수성구 달구벌대로650길 11, 신매교회 C동 1층 (신매동)",대구광역시 수성구 신매동 209 신매교회 C동 ,143.07,053-792-0000,커피숍
429,휴게음식점,목로스터리카페(MOK roastery cafe),대구광역시 수성구 무학로31길 92 (지산동),대구광역시 수성구 지산동 1011-6 ,28,개인정보 포함,커피숍
430,휴게음식점,공차 시지점,"대구광역시 수성구 달구벌대로 3204, 1층 (신매동)",대구광역시 수성구 신매동 567-60 ,66.45,0507-1333-0801,커피숍
431,휴게음식점,파스쿠찌 대구범어역점,"대구광역시 수성구 달구벌대로 2382-1, 짐매니아 1층 (범어동)",대구광역시 수성구 범어동 559-3 짐매니아 1층 ,298,053-746-8497,커피숍
432,휴게음식점,주식회사아이니그룹,"대구광역시 수성구 유니버시아드로 140, 대구스타디움몰 지하2층 (대흥동)",대구광역시 수성구 대흥동 504 대구스타디움몰 지하2층 ,20.7,053-792-7600,커피숍
433,휴게음식점,카페프랑세(cafefrancais),"대구광역시 수성구 지범로46길 29, 지상2층 (범물동)",대구광역시 수성구 범물동 500-1 지상2층 ,69.4,데이터 미집계,커피숍
434,휴게음식점,메가엠지씨커피대구황금점,"대구광역시 수성구 청수로26길 36, 1층 101호 (두산동)",대구광역시 수성구 두산동 99 101호,48.4,0507-1314-4636,커피숍
435,휴게음식점,디센트,"대구광역시 수성구 유니버시아드로 322-1, 1,2층 (욱수동)","대구광역시 수성구 욱수동 118-5 1,2층 ",176.48,070-8842-5633,커피숍
436,휴게음식점,봄봄황금점,"대구광역시 수성구 청수로 133, 1층 107호 (황금동)",대구광역시 수성구 황금동 848-2 1층 107호,19.71,053-766-7002,커피숍
437,휴게음식점,오크커피(Oak coffee),"대구광역시 수성구 달구벌대로496길 11, 1층 (범어동)",대구광역시 수성구 범어동 203-2 1층 ,147.17,0507-1435-6777,커피숍
438,휴게음식점,커피온리(대구동아수성점),"대구광역시 수성구 지범로 191, 동아백화점수성점 지하1층 (범물동)",대구광역시 수성구 범물동 1273 동아백화점수성점 지하1층 ,15.39,데이터 미집계,커피숍
439,휴게음식점,이오커피,"대구광역시 수성구 파동로18길 64, 1층 (파동)",대구광역시 수성구 파동 286-1 1층 ,112.8,0507-1322-0588,커피숍
440,휴게음식점,오퍼커피(OFFER COFFEE),"대구광역시 수성구 동대구로 334, 2층 (범어동)",대구광역시 수성구 범어동 177-4 2층 ,67.65,053-752-5065,커피숍
441,휴게음식점,카페봄봄중동점,"대구광역시 수성구 수성로 210, 1층 (중동)",대구광역시 수성구 중동 101 ,21,053-767-0738 ,커피숍
442,휴게음식점,블루밍커피,"대구광역시 수성구 청호로67길 78, 1층 (황금동)",대구광역시 수성구 황금동 130-8 1층 ,94.45,053-759-8700,커피숍
443,휴게음식점,커피베이들안길점,"대구광역시 수성구 들안로 193, 1층 (중동)",대구광역시 수성구 중동 44-1 1층 ,60,폐업,커피숍
444,휴게음식점,수성구다방,"대구광역시 수성구 파동로 169-1, 1층 (파동)",대구광역시 수성구 파동 23-97 1층 ,33,데이터 미집계,커피숍
445,휴게음식점,제이드데이,"대구광역시 수성구 달구벌대로651길 12, 1층 (신매동)",대구광역시 수성구 신매동 236-3 ,73.65,0507-1337-3887,커피숍
446,휴게음식점,품공방카페,"대구광역시 수성구 수성로32길 121-18, 1층 (상동)",대구광역시 수성구 상동 58-3 ,70,개인정보 포함,커피숍
447,휴게음식점,틈카페,"대구광역시 수성구 지범로 50-1, 1층 (지산동)",대구광역시 수성구 지산동 1161-28 1층 ,16,053-781-9802,커피숍
448,휴게음식점,구떼(gouter),"대구광역시 수성구 달구벌대로 2640, 1층 (만촌동)",대구광역시 수성구 만촌동 854 ,51.42,데이터 미집계,커피숍
449,휴게음식점,봄봄(알파시티점),"대구광역시 수성구 알파시티2로 29, 102호 (시지동)",대구광역시 수성구 시지동 578-4 102호,35.81,053-794-5554,커피숍
450,휴게음식점,홀리데이,대구광역시 수성구 시지로 43-3 (시지동),대구광역시 수성구 시지동 487-7 ,60,1688-4375,커피숍
451,휴게음식점,봄봄(두산점),"대구광역시 수성구 동대구로 13, 광평빌딩 1층 101호 (두산동)",대구광역시 수성구 두산동 207-4 광평빌딩 1층 101호,49.74,053-768-7360,커피숍
452,휴게음식점,에그박스대구만촌본점,"대구광역시 수성구 교학로 18, 1층 (만촌동)",대구광역시 수성구 만촌동 857-20 1층 ,48.06,데이터 미집계,커피숍
453,휴게음식점,봄봄카페사월점,대구광역시 수성구 성동로 41 (주)조광 1동 1층 (사월동),대구광역시 수성구 사월동 550-6 (주)조광 1층 1동 ,49.5,데이터 미집계,커피숍
454,휴게음식점,스타벅스 대구그랜드호텔R점,"대구광역시 수성구 동대구로 305, 그랜드관광호텔 1층 (범어동)",대구광역시 수성구 범어동 563-1 그랜드관광호텔 1층 ,515.02,053-753-3652,커피숍
455,휴게음식점,키키베이커리,"대구광역시 수성구 지범로40길 11, 상가동 1층 110호 (범물동, 서한화성아파트)",대구광역시 수성구 범물동 1328 서한화성아파트 1층 상가동 110호,40.5,0507-1345-8266,커피숍
456,휴게음식점,스타벅스대구수성도서관DT점,"대구광역시 수성구 화랑로 112, 1,2층 (만촌동)",대구광역시 수성구 만촌동 1329-17 ,344.35,053-744-3614,커피숍
457,휴게음식점,시지본,"대구광역시 수성구 노변로 79, 1,2,3층 (노변동)",대구광역시 수성구 노변동 120-2 ,830.4,053-792-3200,커피숍
458,휴게음식점,플라워코코,"대구광역시 수성구 동원로2길 10, 1층 (만촌동)",대구광역시 수성구 만촌동 1033-8 ,47.52,데이터 미집계,커피숍
459,휴게음식점,봄봄알파점,"대구광역시 수성구 알파시티1로42길 17, 109호 (대흥동)",대구광역시 수성구 대흥동 833-1 109호,38.34,070-8822-2255,커피숍
460,휴게음식점,마노커피(Mano coffee),"대구광역시 수성구 알파시티2로12길 16-14, 1층 (시지동)",대구광역시 수성구 시지동 594-4 ,51.48,053-792-3425,커피숍
461,휴게음식점,브마롱,"대구광역시 수성구 동대구로14길 29, 1층 (지산동)",대구광역시 수성구 지산동 957-13 ,60.46,0507-1477-5101,커피숍
462,휴게음식점,봄봄카페(청구점),"대구광역시 수성구 국채보상로 846, 상가동 111호 (범어동, 청구성조타운)",대구광역시 수성구 범어동 2017 청구성조타운 상가동 111호,31.39,053-752-0144,커피숍
463,휴게음식점,카페맑음,"대구광역시 수성구 달구벌대로 3280, 301동 128호 (신매동, 시지 효성 백년가약 1단지)",대구광역시 수성구 신매동 30-5 시지 효성 백년가약 1단지 301동 128-1호,43.59,0507-1357-2378,커피숍
464,휴게음식점,범어(Beomeo),"대구광역시 수성구 동대구로55길 4, 2층 (범어동)",대구광역시 수성구 범어동 595-32 2층 ,36,데이터 미집계,커피숍
465,휴게음식점,커피패밀리파동점,"대구광역시 수성구 파동로 120, 13동 10호 (파동, 대자연1차아파트)",대구광역시 수성구 파동 153 대자연1차아파트 13동 10호,29.25,070-7717-7171,커피숍
466,휴게음식점,플랜범어점,"대구광역시 수성구 동대구로77길 16, 1층 (범어동)",대구광역시 수성구 범어동 12-5 1층 ,40,053-957-0812,커피숍
467,휴게음식점,마시그래이알파시티점,"대구광역시 수성구 알파시티1로42길 17, 1층 107호 (대흥동)",대구광역시 수성구 대흥동 833-1 ,40.38,053-474-9511,커피숍
468,휴게음식점,공드린개과점,"대구광역시 수성구 들안로40길 14, 1층 (황금동)",대구광역시 수성구 황금동 755-1 1층 ,89.1,0507-1340-0247,커피숍
469,휴게음식점,제로테이블(ZERO TABLE),"대구광역시 수성구 수성로68길 35-8, 1층 (수성동2가)",대구광역시 수성구 수성동2가 49-3 1층 ,25.7,0507-1373-4860,커피숍
470,휴게음식점,토스트카페마리범어점,"대구광역시 수성구 달구벌대로 2529, 범어에스타워 1층 (범어동)",대구광역시 수성구 범어동 221-4 범어에스타워 1층 ,38.72,053-751-2555,커피숍
471,휴게음식점,벨즈아뜰리에,"대구광역시 수성구 청수로20길 49, 1층 (두산동)",대구광역시 수성구 두산동 18-16 1층 ,44.26,데이터 미집계,커피숍
472,휴게음식점,육일커피,"대구광역시 수성구 달구벌대로522길 167, 1층 (만촌동)",대구광역시 수성구 만촌동 1090-9 ,49.33,개인정보 포함,커피숍
473,휴게음식점,이런카페,"대구광역시 수성구 고모로 120, 제1동 1층 (가천동)",대구광역시 수성구 가천동 467-3 1층 제1동 ,132.17,053-964-0410,커피숍
474,휴게음식점,천미리다방시지점,"대구광역시 수성구 신매로 7, 1층 (신매동)",대구광역시 수성구 신매동 603-10 1층 ,57,데이터 미집계,커피숍
475,휴게음식점,팔공티황금점,"대구광역시 수성구 동대구로 115, 1층 (황금동)",대구광역시 수성구 황금동 847-1 ,31.38,053-762-6008,커피숍
476,휴게음식점,카페담티,"대구광역시 수성구 달구벌대로536길 7, 1층 (만촌동)",대구광역시 수성구 만촌동 861-3 1층 ,20.46,데이터 미집계,커피숍
477,휴게음식점,랑잠,"대구광역시 수성구 수성로15길 12-1, 1층 (상동)",대구광역시 수성구 상동 295-15 ,54.23,개인정보 포함,커피숍
478,휴게음식점,시공커피,"대구광역시 수성구 범어로16길 5, 1층 (범어동)",대구광역시 수성구 범어동 271-3 1층 ,0,0507-1323-3234,커피숍
479,휴게음식점,코올드,"대구광역시 수성구 달구벌대로495길 46, 1층 (범어동)",대구광역시 수성구 범어동 150 ,53.2,053-982-0199,커피숍
480,휴게음식점,카페휘게(CafeHygge),"대구광역시 수성구 달구벌대로496길 19-8, 1층 (범어동)",대구광역시 수성구 범어동 256-16 ,65.46,053-752-0530,커피숍
481,휴게음식점,폴앤폴라(Paul n Paula),"대구광역시 수성구 동원로2길 12, 1층 (만촌동)",대구광역시 수성구 만촌동 1033-7 ,45.56,053-270-9853,커피숍
482,휴게음식점,투썸플레이스대구두산동DT점,"대구광역시 수성구 무학로 121, 1,2층 (두산동)","대구광역시 수성구 두산동 205-5 1,2층 ",347.86,053-763-7999,커피숍
483,휴게음식점,더진스(Thejins),"대구광역시 수성구 범어로20길 102, 지하1층 (범어동)",대구광역시 수성구 범어동 219-3 ,30,0507-1373-1209,커피숍
484,휴게음식점,김진수로스터리카페범어점,"대구광역시 수성구 동대구로52길 25, 1층 (범어동)",대구광역시 수성구 범어동 899-29 1층 ,43.14,0507-1366-7761,커피숍
485,휴게음식점,카페플러스알파,"대구광역시 수성구 알파시티2로9길 8, 1층 (시지동)",대구광역시 수성구 시지동 589-3 ,69.44,데이터 미집계,커피숍
486,휴게음식점,후아후아,"대구광역시 수성구 들안로64길 29, 1층 (수성동3가)",대구광역시 수성구 수성동3가 22-2 ,42.98,0507-1311-3976,커피숍
487,휴게음식점,파잠리커피집,"대구광역시 수성구 파동로48길 11, 1층 (파동)",대구광역시 수성구 파동 50-3 1층 ,51.4,데이터 미집계,커피숍
488,휴게음식점,봄봄법원점,"대구광역시 수성구 동대구로 359, 1층 (범어동)",대구광역시 수성구 범어동 32-1 1층 ,21.6,053-751-5553,커피숍
489,휴게음식점,로브커피(Lov coffee),"대구광역시 수성구 용학로36길 7, 1층 (지산동)",대구광역시 수성구 지산동 1192 1층 ,69.1,053-742-8856,커피숍
490,휴게음식점,글리코카페,"대구광역시 수성구 용학로48길 17, 1층 (지산동)",대구광역시 수성구 지산동 1210 ,39.5,데이터 미집계,커피숍
491,휴게음식점,우드띠어리,"대구광역시 수성구 청수로 24, 1층 (중동)",대구광역시 수성구 중동 416-8 1층 ,18.2,053-768-9901,커피숍
492,휴게음식점,신천커피,"대구광역시 수성구 국채보상로 800, 1층 (범어동)",대구광역시 수성구 범어동 1097 1층 ,9,053-425-1155,커피숍
493,휴게음식점,카페넬리,"대구광역시 수성구 달구벌대로661길 61, 사월교회 다목적동 2층 (사월동)","대구광역시 수성구 사월동 296 사월교회, 2층 다목적동 ",228,053-791-2301,커피숍
494,휴게음식점,리소팩토리(Riso Factory),"대구광역시 수성구 달구벌대로469길 8, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1009-10 1층 ,26,0507-1395-9979,커피숍
495,휴게음식점,공주다육카페,"대구광역시 수성구 무학로21길 18, 1층 (두산동)",대구광역시 수성구 두산동 178-12 ,102.7,053-255-8700,커피숍
496,휴게음식점,포커스커피,"대구광역시 수성구 들안로52길 1, 한영타일사옥 2층 (수성동3가)",대구광역시 수성구 수성동3가 361-4 한영타일사옥 2층 ,56.26,데이터 미집계,커피숍
497,휴게음식점,카페브라운,"대구광역시 수성구 천을로 233, 2층 (매호동)",대구광역시 수성구 매호동 572 2층 ,84.44,데이터 미집계,커피숍
